ʃn, sɒn
bn, bɒn
dn, dɒn
fn, fɒn
gn, gɒn
hn, hɒn
jn, rɒn
kn, kɒn
ln, lɒn
mn, mɒn
nn, nɒn
ŋn, ŋɒn
pn, pɒn
rn, rɒn
sn, sɒn
ʃn, sɒn
tn, tɒn
tʃn, tʃɒn
ðn, ðɒn
vn, vɒn
wn, wɒn
zn, rɒn
ʒn, rɒn
dʒn, rɒn
∫n, sɒn
bm, bɒn
dm, dɒn
fm, fɒn
gm, gɒn
hm, hɒn
jm, rɒn
km, kɒn
lm, lɒn
mm, mɒn
nm, nɒn
ŋm, ŋɒn
pm, pɒn
rm, rɒn
sm, sɒn
ʃm, ʃɒn
tm, tɒn
tʃm, tʃɒn
ðm, θɒn
vm, vɒn
wm, wɒn
zm, rɒn
ʒm, rɒn
dʒm, rɒn
∫m, sɒn
znt, rɒn
θn, θɒn
tl, tɒ
dl, dɒ
ʃn̩, sɒn
